Chromosome	start	stop	geneID	orthoID	StartWithPR
IV	2085909	2087604	NCU07722	Ntsc1781	2085809
IV	2087901	2091805	NCU07721	Ntsc4993	2087801
IV	2092118	2095410	NCU07720	NA	2092018
IV	2095910	2097952	NCU07719	Ntsc4994	2095810
IV	2098540	2101005	NCU07718	Ntsc5001	2098440
IV	2101076	2102585	NCU07717	Ntsc7965	2100976
IV	2102813	2103983	NCU07716	Ntsc5002	2102713
IV	2104006	2106902	NCU07715	Ntsc5004	2103906
IV	2107177	2109757	NCU07714	Ntsc1782	2107077
IV	2107231	2111012	NCU07713	NA	2107131
IV	2111195	2114355	NCU07712	Ntsc4995	2111095
IV	2115889	2119317	NCU07711	Ntsc4996	2115789
IV	2119953	2126424	NCU07710	Ntsc4999	2119853
IV	2128037	2130158	NCU07709	Ntsc5003	2127937
IV	2134191	2139535	NCU07707	Ntsc7964	2134091
IV	2141844	2144364	NCU16775	NA	2141744
IV	2144599	2145854	NCU16776	NA	2144499
IV	2149157	2154036	NCU07705	NA	2149057
IV	2159113	2161474	NCU07703	Ntsc5000	2159013
IV	2163331	2173969	NCU07702	Ntsc5005	2163231
IV	2174360	2177054	NCU07701	Ntsc4997	2174260
IV	2178781	2182428	NCU07700	NA	2178681
IV	2182674	2185937	NCU07699	Ntsc5006	2182574
IV	2185940	2189996	NCU07698	Ntsc5022	2185840
IV	2190696	2193186	NCU07697	Ntsc5007	2190596
IV	2195713	2196754	NCU07696	Ntsc5008	2195613
IV	2198451	2199332	NCU16777	NA	2198351
IV	2199877	2202488	NCU07695	NA	2199777
IV	2200346	2203909	NCU07694	NA	2200246
IV	2204102	2208578	NCU07693	NA	2204002
IV	2208622	2211878	NCU07692	NA	2208522
IV	2212916	2217341	NCU07691	Ntsc1783	2212816
IV	2219571	2223212	NCU07690	Ntsc5009	2219471
IV	2225922	2230623	NCU07688	NA	2225822
IV	2230723	2232179	NCU07687	Ntsc5017	2230623
IV	2233762	2236148	NCU16778	NA	2233662
IV	2236501	2240444	NCU16779	Ntsc5021	2236401
IV	2240898	2244753	NCU07685	Ntsc5010	2240798
IV	2245728	2247885	NCU07684	Ntsc7966	2245628
IV	2248158	2249692	NCU07683	Ntsc5018	2248058
IV	2252029	2253953	NCU11369	NA	2251929
IV	2254128	2256713	NCU07682	NA	2254028
IV	2256715	2258499	NCU11370	Ntsc5019	2256615
IV	2258787	2259851	NCU07681	NA	2258687
IV	2259690	2261286	NCU16784	NA	2259590
IV	2261427	2264224	NCU16785	Ntsc5023	2261327
IV	2264627	2269100	NCU07679	Ntsc5011	2264527
IV	2269018	2271628	NCU07678	NA	2268918
IV	2276199	2277166	NCU07676	NA	2276099
IV	2278161	2282889	NCU07675	Ntsc5012	2278061
IV	2282977	2286219	NCU07674	Ntsc5020	2282877
IV	2286463	2288286	NCU11371	Ntsc5013	2286363
IV	2288631	2291669	NCU11372	NA	2288531
IV	2291847	2293411	NCU07672	Ntsc5014	2291747
IV	2293633	2294962	NCU07671	Ntsc5015	2293533
IV	2295585	2298293	NCU07670	Ntsc5016	2295485
IV	2298256	2302829	NCU07669	Ntsc5024	2298156
IV	2303730	2306880	NCU07668	Ntsc5034	2303630
IV	2311039	2312603	NCU16786	NA	2310939
IV	2318866	2321283	NCU07666	Ntsc1784	2318766
IV	2322227	2324672	NCU07665	Ntsc5025	2322127
IV	2324791	2325776	NCU07664	Ntsc5040	2324691
IV	2326713	2327578	NCU16787	NA	2326613
IV	2327400	2329966	NCU07663	Ntsc1786	2327300
IV	2330219	2332277	NCU07662	Ntsc5026	2330119
IV	2332427	2333746	NCU07661	Ntsc5035	2332327
IV	2334147	2336384	NCU07660	Ntsc7967	2334047
IV	2379339	2383559	NCU08331	NA	2379239
IV	2383997	2385718	NCU08330	Ntsc5027	2383897
IV	2385909	2388562	NCU08329	Ntsc5028	2385809
IV	2387057	2388621	NCU08328	NA	2386957
IV	2393358	2395301	NCU08326	Ntsc5029	2393258
IV	2396703	2398930	NCU08325	Ntsc1787	2396603
IV	2400387	2402972	NCU08324	Ntsc7968	2400287
IV	2403172	2405399	NCU08323	Ntsc5030	2403072
IV	2405543	2407336	NCU16789	NA	2405443
IV	2408502	2410485	NCU16790	NA	2408402
IV	2416781	2417181	NCU08321	Ntsc5042	2416681
IV	2421363	2426116	NCU08319	NA	2421263
IV	2426844	2427981	NCU08318	Ntsc5031	2426744
IV	2428272	2431938	NCU08317	Ntsc5036	2428172
IV	2432193	2437404	NCU08316	Ntsc5037	2432093
IV	2438744	2441377	NCU08315	Ntsc5032	2438644
IV	2441408	2443293	NCU08314	Ntsc5038	2441308
IV	2444012	2445421	NCU08313	Ntsc1785	2443912
IV	2445271	2448410	NCU08312	Ntsc5039	2445171
IV	2448832	2449379	NCU08311	NA	2448732
IV	2450843	2453095	NCU08310	Ntsc5033	2450743
IV	2452321	2455814	NCU08309	NA	2452221
IV	2456920	2457876	NCU08308	Ntsc5041	2456820
IV	2460694	2465048	NCU08307	NA	2460594
IV	2467355	2469472	NCU08305	NA	2467255
IV	2477229	2481210	NCU08303	Ntsc5056	2477129
IV	2482643	2485029	NCU08302	NA	2482543
IV	2485475	2487861	NCU08301	Ntsc5069	2485375
IV	2488125	2489358	NCU08300	NA	2488025
IV	2489604	2491992	NCU08299	Ntsc1788	2489504
IV	2492352	2495592	NCU08298	Ntsc1791	2492252
IV	2497777	2502302	NCU08297	NA	2497677
IV	2502277	2504661	NCU08296	Ntsc5057	2502177
IV	2505267	2507194	NCU08295	Ntsc5043	2505167
IV	2507739	2512139	NCU08294	Ntsc5070	2507639
IV	2512471	2513961	NCU08293	Ntsc1792	2512371
IV	2514246	2517493	NCU08292	Ntsc5058	2514146
IV	2517661	2520262	NCU08291	Ntsc5059	2517561
IV	2520412	2522837	NCU08290	Ntsc5044	2520312
IV	2523268	2527973	NCU08289	NA	2523168
IV	2532983	2535318	NCU08288	Ntsc5045	2532883
IV	2536775	2543372	NCU08287	NA	2536675
IV	2549289	2554810	NCU08283	Ntsc5071	2549189
IV	2554382	2555492	NCU08282	Ntsc5060	2554282
IV	2556417	2560170	NCU08281	Ntsc5046	2556317
IV	2560196	2562669	NCU08280	Ntsc1793	2560096
IV	2563152	2566644	NCU08279	Ntsc1794	2563052
IV	2567251	2568339	NCU08278	Ntsc5061	2567151
IV	2569295	2569934	NCU16791	Ntsc5076	2569195
IV	2570093	2572067	NCU08277	Ntsc5062	2569993
IV	2572353	2577809	NCU08276	Ntsc5072	2572253
IV	2576939	2579650	NCU08275	Ntsc1795	2576839
IV	2579835	2580602	NCU08274	NA	2579735
IV	2582299	2585267	NCU08273	Ntsc5047	2582199
IV	2585738	2588466	NCU08272	Ntsc5048	2585638
IV	2589570	2592293	NCU08271	Ntsc5073	2589470
IV	2592691	2598157	NCU08270	Ntsc5063	2592591
IV	2598121	2599638	NCU08269	Ntsc5064	2598021
IV	2600095	2601716	NCU08268	NA	2599995
IV	2601690	2608409	NCU08267	NA	2601590
IV	2623215	2625708	NCU06404	Ntsc5065	2623115
IV	2626800	2629423	NCU06403	Ntsc5066	2626700
IV	2631296	2633243	NCU06402	NA	2631196
IV	2633038	2634874	NCU06401	NA	2632938
IV	2635545	2636994	NCU06400	Ntsc5049	2635445
IV	2637340	2641355	NCU06399	Ntsc5050	2637240
IV	2641945	2645785	NCU06398	Ntsc1796	2641845
IV	2647672	2649646	NCU06397	NA	2647572
IV	2649362	2651121	NCU06396	NA	2649262
IV	2651574	2652833	NCU06395	Ntsc1797	2651474
IV	2653006	2653904	NCU10897	Ntsc5051	2652906
IV	2653996	2657196	NCU06394	Ntsc5052	2653896
IV	2657753	2660692	NCU06393	Ntsc1798	2657653
IV	2665042	2667952	NCU06391	Ntsc5074	2664942
IV	2669747	2673850	NCU06390	Ntsc5053	2669647
IV	2674000	2678491	NCU06389	NA	2673900
IV	2684752	2687176	NCU06387	Ntsc1789	2684652
IV	2689466	2691700	NCU06386	Ntsc1790	2689366
IV	2692099	2694152	NCU06385	Ntsc5054	2691999
IV	2694657	2696462	NCU06384	Ntsc5067	2694557
IV	2697191	2698947	NCU06383	Ntsc5055	2697091
IV	2698362	2701150	NCU16793	NA	2698262
IV	2701735	2707569	NCU06382	Ntsc5068	2701635
IV	2708224	2710199	NCU06381	Ntsc5075	2708124
IV	2714109	2716288	NCU06380	Ntsc1799	2714009
IV	2738897	2741292	NCU06376	Ntsc1800	2738797
IV	2741158	2743124	NCU06375	Ntsc5098	2741058
IV	2743473	2746881	NCU06374	Ntsc5099	2743373
IV	2747580	2751078	NCU06373	Ntsc5100	2747480
IV	2752118	2754248	NCU06372	NA	2752018
IV	2754447	2757336	NCU06371	Ntsc5101	2754347
IV	2757666	2758899	NCU06370	Ntsc5077	2757566
IV	2758824	2759625	NCU16794	NA	2758724
IV	2759529	2762232	NCU06369	Ntsc5120	2759429
IV	2762484	2763655	NCU06368	Ntsc1814	2762384
IV	2763558	2765425	NCU06367	Ntsc5102	2763458
IV	2765568	2768250	NCU06366	NA	2765468
IV	2769230	2773212	NCU06365	Ntsc5103	2769130
IV	2774096	2775797	NCU06364	Ntsc5078	2773996
IV	2776144	2780197	NCU06363	NA	2776044
IV	2781989	2787027	NCU06362	Ntsc5079	2781889
IV	2789321	2791814	NCU06361	NA	2789221
IV	2792033	2793717	NCU06360	Ntsc5104	2791933
IV	2794147	2795713	NCU06359	NA	2794047
IV	2795914	2798939	NCU06358	NA	2795814
IV	2803609	2808095	NCU06355	Ntsc5105	2803509
IV	2808450	2809527	NCU06354	NA	2808350
IV	2809271	2810360	NCU06353	Ntsc1801	2809171
IV	2811127	2814687	NCU06352	NA	2811027
IV	2815146	2817977	NCU06351	Ntsc5080	2815046
IV	2818203	2818946	NCU06350	Ntsc5121	2818103
IV	2820466	2822566	NCU06349	Ntsc5081	2820366
IV	2822611	2824213	NCU06348	Ntsc5082	2822511
IV	2824764	2826765	NCU06347	Ntsc5083	2824664
IV	2827380	2828781	NCU06346	Ntsc5084	2827280
IV	2828729	2831352	NCU06345	Ntsc5106	2828629
IV	2831511	2835170	NCU06344	Ntsc5085	2831411
IV	2835561	2837413	NCU06343	NA	2835461
IV	2838902	2842806	NCU06342	Ntsc7969	2838802
IV	2843246	2845887	NCU06341	NA	2843146
IV	2850727	2852574	NCU06340	NA	2850627
IV	2854775	2857076	NCU06339	Ntsc5122	2854675
IV	2862291	2869082	NCU06338	NA	2862191
IV	2869151	2871575	NCU06337	Ntsc1802	2869051
IV	2871615	2874309	NCU06336	Ntsc1803	2871515
IV	2874833	2876407	NCU06335	Ntsc5086	2874733
IV	2876800	2880300	NCU06334	NA	2876700
IV	2882158	2884520	NCU06333	Ntsc5087	2882058
IV	2884455	2886876	NCU06332	Ntsc5107	2884355
IV	2887684	2890493	NCU06331	Ntsc1811	2887584
IV	2890712	2892762	NCU06330	Ntsc1812	2890612
IV	2893434	2897217	NCU06329	Ntsc5113	2893334
IV	2898675	2901635	NCU06328	Ntsc5123	2898575
IV	2904592	2907521	NCU06327	Ntsc5088	2904492
IV	2907628	2909306	NCU06326	NA	2907528
IV	2910217	2911622	NCU06325	Ntsc1813	2910117
IV	2912700	2916031	NCU06324	Ntsc5114	2912600
IV	2918541	2922805	NCU06322	NA	2918441
IV	2920449	2923923	NCU06321	Ntsc7971	2920349
IV	2925492	2928220	NCU06320	NA	2925392
IV	2928950	2930822	NCU06319	Ntsc5124	2928850
IV	2931894	2935916	NCU06318	NA	2931794
IV	2936289	2937767	NCU06317	Ntsc5089	2936189
IV	2937712	2940554	NCU06316	Ntsc5108	2937612
IV	2942035	2944415	NCU06315	NA	2941935
IV	2944689	2947136	NCU06314	Ntsc5115	2944589
IV	2950162	2951026	NCU06313	NA	2950062
IV	2953113	2956776	NCU06312	Ntsc5116	2953013
IV	2956746	2958175	NCU06311	Ntsc5109	2956646
IV	2958674	2960394	NCU06310	Ntsc5090	2958574
IV	2960296	2962770	NCU06309	Ntsc1804	2960196
IV	2963252	2968356	NCU06308	Ntsc1815	2963152
IV	2968670	2970504	NCU06307	Ntsc5125	2968570
IV	2971270	2974564	NCU06306	Ntsc5091	2971170
IV	2978909	2980969	NCU06305	Ntsc5092	2978809
IV	2981241	2983126	NCU06304	Ntsc1816	2981141
IV	2983195	2984690	NCU06303	Ntsc5110	2983095
IV	2984864	2988503	NCU06302	Ntsc1805	2984764
IV	2988423	2989218	NCU06301	Ntsc7970	2988323
IV	2989364	2991020	NCU06300	Ntsc5093	2989264
IV	2991934	2993962	NCU06299	NA	2991834
IV	2996094	2996381	NCU06298	NA	2995994
IV	2999707	3003118	NCU06296	Ntsc5117	2999607
IV	3004977	3015599	NCU06294	Ntsc5118	3004877
IV	3017071	3018533	NCU06293	Ntsc1806	3016971
IV	3020532	3023456	NCU06290	Ntsc1817	3020432
IV	3022503	3023327	NCU06289	Ntsc1807	3022403
IV	3023799	3024389	NCU06288	Ntsc1808	3023699
IV	3025834	3026397	NCU06287	NA	3025734
IV	3028114	3030831	NCU06286	NA	3028014
IV	3032145	3036404	NCU06285	Ntsc5094	3032045
IV	3036077	3039627	NCU06284	Ntsc5111	3035977
IV	3039829	3043691	NCU06283	NA	3039729
IV	3044131	3045942	NCU06282	NA	3044031
IV	3045941	3051656	NCU06281	NA	3045841
IV	3086371	3088512	NCU04526	Ntsc5095	3086271
IV	3090422	3092022	NCU04525	Ntsc5112	3090322
IV	3093042	3093723	NCU04524	NA	3092942
IV	3094378	3097701	NCU04523	Ntsc1809	3094278
IV	3097969	3099624	NCU04522	NA	3097869
IV	3099629	3102348	NCU04521	Ntsc1810	3099529
IV	3102579	3104929	NCU04520	NA	3102479
IV	3105072	3106257	NCU04519	Ntsc5096	3104972
IV	3106230	3108186	NCU04518	Ntsc5097	3106130
IV	3110770	3113646	NCU11295	Ntsc5119	3110670
IV	3113922	3118231	NCU04516	Ntsc5126	3113822
IV	3117177	3117876	NCU04515	NA	3117077
IV	3120460	3125978	NCU04514	Ntsc1837	3120360
IV	3125985	3127722	NCU04513	Ntsc5154	3125885
IV	3128137	3135653	NCU04512	Ntsc5155	3128037
IV	3135951	3138878	NCU04511	Ntsc5127	3135851
IV	3139314	3140717	NCU04510	Ntsc5128	3139214
IV	3140659	3141907	NCU04509	Ntsc1818	3140559
IV	3142115	3143204	NCU04508	Ntsc5129	3142015
IV	3143181	3144872	NCU04507	Ntsc1819	3143081
IV	3145031	3147822	NCU04506	Ntsc1844	3144931
IV	3148521	3151076	NCU04505	Ntsc1845	3148421
IV	3150825	3152878	NCU04504	Ntsc5156	3150725
IV	3153050	3154985	NCU04503	Ntsc5130	3152950
IV	3156117	3157381	NCU04502	Ntsc5157	3156017
IV	3160476	3160988	NCU04501	NA	3160376
IV	3162545	3164692	NCU04500	Ntsc5158	3162445
IV	3166095	3168588	NCU04499	Ntsc5189	3165995
IV	3169773	3173066	NCU04498	NA	3169673
IV	3171723	3173553	NCU04497	Ntsc5159	3171623
IV	3174751	3176363	NCU04496	Ntsc5160	3174651
IV	3177401	3179535	NCU04495	Ntsc5190	3177301
IV	3179971	3181567	NCU04494	Ntsc5131	3179871
IV	3180301	3183418	NCU04493	Ntsc5161	3180201
IV	3185178	3186683	NCU16802	NA	3185078
IV	3187131	3188246	NCU04492	Ntsc1820	3187031
IV	3188549	3189862	NCU16803	Ntsc1824	3188449
IV	3189039	3191074	NCU04491	NA	3188939
IV	3192552	3193545	NCU16805	NA	3192452
IV	3194091	3195492	NCU04490	Ntsc5162	3193991
IV	3195504	3197236	NCU16806	Ntsc5191	3195404
IV	3197375	3198288	NCU16807	NA	3197275
IV	3198491	3199426	NCU04488	Ntsc5192	3198391
IV	3199564	3201537	NCU04487	Ntsc1821	3199464
IV	3202737	3204175	NCU04486	NA	3202637
IV	3205490	3207966	NCU04485	Ntsc1827	3205390
IV	3207821	3210307	NCU04484	Ntsc1822	3207721
IV	3211204	3212628	NCU04483	Ntsc1830	3211104
IV	3213210	3215130	NCU04482	Ntsc1823	3213110
IV	3216598	3219011	NCU04481	Ntsc5132	3216498
IV	3218986	3220586	NCU04480	Ntsc1825	3218886
IV	3221636	3223437	NCU04479	Ntsc5133	3221536
IV	3224189	3226516	NCU04478	Ntsc7972	3224089
IV	3226901	3228444	NCU04477	Ntsc5193	3226801
IV	3229362	3231255	NCU04476	Ntsc5182	3229262
IV	3232198	3234288	NCU04475	Ntsc1826	3232098
IV	3235762	3237454	NCU04474	Ntsc5163	3235662
IV	3238125	3239676	NCU04473	Ntsc5164	3238025
IV	3240437	3247527	NCU04472	NA	3240337
IV	3248267	3249307	NCU04471	Ntsc5134	3248167
IV	3250312	3251897	NCU04470	Ntsc5135	3250212
IV	3252138	3256136	NCU04469	Ntsc1835	3252038
IV	3256263	3258830	NCU04468	Ntsc5136	3256163
IV	3260030	3261644	NCU04467	Ntsc5137	3259930
IV	3262395	3264360	NCU04466	Ntsc5138	3262295
IV	3264605	3267774	NCU04465	NA	3264505
IV	3268270	3268593	NCU16813	NA	3268170
IV	3269555	3271861	NCU04464	NA	3269455
IV	3273140	3278640	NCU04463	Ntsc5165	3273040
IV	3278825	3280485	NCU04462	Ntsc5166	3278725
IV	3280603	3282081	NCU04461	NA	3280503
IV	3281480	3283345	NCU04460	Ntsc5167	3281380
IV	3284449	3286846	NCU04459	Ntsc5183	3284349
IV	3288876	3292839	NCU04457	Ntsc5139	3288776
IV	3293302	3295311	NCU10270	Ntsc5140	3293202
IV	3295276	3298392	NCU04456	NA	3295176
IV	3300785	3304120	NCU04455	Ntsc1828	3300685
IV	3304413	3306777	NCU04454	Ntsc1836	3304313
IV	3307138	3310773	NCU04453	NA	3307038
IV	3311170	3312789	NCU04452	Ntsc1829	3311070
IV	3313875	3316683	NCU04451	Ntsc5168	3313775
IV	3316772	3319267	NCU10500	Ntsc7973	3316672
IV	3319465	3322027	NCU04450	NA	3319365
IV	3321895	3324175	NCU04449	Ntsc5169	3321795
IV	3324137	3327122	NCU04448	Ntsc5141	3324037
IV	3327887	3328350	NCU04447	Ntsc5142	3327787
IV	3329245	3331055	NCU04446	Ntsc5184	3329145
IV	3331578	3335523	NCU04445	Ntsc5170	3331478
IV	3337003	3344040	NCU04444	Ntsc5171	3336903
IV	3344567	3346956	NCU04443	Ntsc5143	3344467
IV	3346920	3349140	NCU04442	Ntsc5194	3346820
IV	3351912	3355623	NCU04440	Ntsc1838	3351812
IV	3356002	3358806	NCU04439	Ntsc5144	3355902
IV	3360842	3361872	NCU04438	Ntsc5145	3360742
IV	3362830	3365083	NCU04437	Ntsc5185	3362730
IV	3365051	3366731	NCU10965	NA	3364951
IV	3366920	3368637	NCU04436	NA	3366820
IV	3368580	3370877	NCU04435	Ntsc5172	3368480
IV	3375754	3380167	NCU04433	NA	3375654
IV	3381154	3381759	NCU04432	Ntsc1839	3381054
IV	3383399	3385897	NCU04431	Ntsc5173	3383299
IV	3387603	3390212	NCU04430	Ntsc5174	3387503
IV	3391596	3394430	NCU04429	Ntsc5175	3391496
IV	3395214	3398185	NCU04428	Ntsc5146	3395114
IV	3398800	3402458	NCU04427	Ntsc5176	3398700
IV	3403117	3405014	NCU04426	Ntsc5147	3403017
IV	3406041	3410040	NCU04425	Ntsc5186	3405941
IV	3410234	3412317	NCU04424	NA	3410134
IV	3413531	3418298	NCU04423	Ntsc5195	3413431
IV	3419582	3422066	NCU04421	NA	3419482
IV	3422259	3422962	NCU04420	NA	3422159
IV	3423340	3424507	NCU16817	NA	3423240
IV	3424251	3425392	NCU16818	NA	3424151
IV	3426578	3428813	NCU04419	Ntsc5148	3426478
IV	3432035	3434327	NCU04418	Ntsc5177	3431935
IV	3438824	3439956	NCU04417	Ntsc5187	3438724
IV	3443524	3445545	NCU04416	NA	3443424
IV	3446601	3449474	NCU04415	NA	3446501
IV	3450793	3453158	NCU04414	Ntsc5178	3450693
IV	3453318	3455168	NCU04413	Ntsc5196	3453218
IV	3455383	3456869	NCU04412	Ntsc1831	3455283
IV	3457085	3458972	NCU04411	NA	3456985
IV	3458701	3462188	NCU04410	Ntsc1832	3458601
IV	3462976	3464673	NCU04409	Ntsc1840	3462876
IV	3463308	3465253	NCU04408	Ntsc5197	3463208
IV	3465493	3468122	NCU04407	Ntsc5149	3465393
IV	3467337	3470393	NCU04406	Ntsc5179	3467237
IV	3470990	3472501	NCU04405	Ntsc5180	3470890
IV	3472755	3476554	NCU04404	Ntsc5188	3472655
IV	3476611	3479191	NCU04403	Ntsc5198	3476511
IV	3479191	3480220	NCU16819	NA	3479091
IV	3480589	3482273	NCU04402	NA	3480489
IV	3482495	3484399	NCU10110	NA	3482395
IV	3484755	3486036	NCU04401	Ntsc1841	3484655
IV	3486723	3488507	NCU04400	Ntsc1833	3486623
IV	3489078	3489745	NCU10107	Ntsc5150	3488978
IV	3490762	3491899	NCU10106	Ntsc1842	3490662
IV	3492720	3494173	NCU04398	Ntsc5151	3492620
IV	3495637	3497711	NCU04397	Ntsc5199	3495537
IV	3499421	3501593	NCU04396	Ntsc5152	3499321
IV	3501796	3503512	NCU04395	Ntsc1834	3501696
IV	3505045	3507378	NCU04394	Ntsc5153	3504945
IV	3508055	3509026	NCU04393	Ntsc1843	3507955
IV	3509458	3510813	NCU04392	Ntsc5181	3509358
IV	3513120	3515597	NCU04391	Ntsc7974	3513020
IV	3518539	3523558	NCU04390	NA	3518439
IV	3524933	3529965	NCU04389	Ntsc5202	3524833
IV	3533262	3534784	NCU04388	Ntsc5200	3533162
IV	3534475	3535626	NCU04387	NA	3534375
IV	3535810	3538238	NCU04386	Ntsc5201	3535710
IV	3538104	3541737	NCU04385	Ntsc5203	3538004
IV	3543168	3546335	NCU04384	Ntsc5205	3543068
IV	3546978	3551362	NCU04383	NA	3546878
IV	3552274	3554976	NCU04382	Ntsc1846	3552174
IV	3555036	3556946	NCU04381	Ntsc5206	3554936
IV	3558790	3562145	NCU04380	NA	3558690
IV	3562528	3565120	NCU04379	Ntsc5204	3562428
IV	3567474	3570832	NCU04378	Ntsc5209	3567374
IV	3574180	3575417	NCU10761	Ntsc5208	3574080
IV	3576352	3578439	NCU10760	Ntsc1847	3576252
IV	3578693	3580611	NCU10762	Ntsc5207	3578593
IV	3580864	3582938	NCU04376	NA	3580764
IV	3582972	3585006	NCU04375	NA	3582872
IV	3586600	3589345	NCU04374	Ntsc5231	3586500
IV	3589960	3595771	NCU04373	Ntsc5244	3589860
IV	3603169	3605053	NCU04371	Ntsc1854	3603069
IV	3605607	3609674	NCU04370	Ntsc5221	3605507
IV	3610403	3613449	NCU04369	NA	3610303
IV	3613691	3615790	NCU04368	Ntsc5222	3613591
IV	3615963	3618007	NCU04367	Ntsc5232	3615863
IV	3621474	3622407	NCU04366	Ntsc5233	3621374
IV	3625138	3626054	NCU04365	Ntsc5234	3625038
IV	3627951	3632467	NCU04364	NA	3627851
IV	3632793	3636159	NCU04363	Ntsc5240	3632693
IV	3636129	3637731	NCU04362	Ntsc1857	3636029
IV	3640305	3642372	NCU04360	Ntsc5223	3640205
IV	3642330	3645268	NCU04359	NA	3642230
IV	3645676	3648875	NCU04358	Ntsc5224	3645576
IV	3650311	3651261	NCU04357	Ntsc5225	3650211
IV	3651708	3653390	NCU04356	Ntsc1862	3651608
IV	3653521	3657439	NCU04355	Ntsc5235	3653421
IV	3658265	3661136	NCU16820	Ntsc1858	3658165
IV	3661498	3664014	NCU04354	Ntsc5245	3661398
IV	3664876	3667274	NCU04353	Ntsc5241	3664776
IV	3667138	3671883	NCU11050	Ntsc7976	3667038
IV	3672145	3678922	NCU04352	NA	3672045
IV	3680488	3682557	NCU04351	Ntsc5246	3680388
IV	3683097	3689591	NCU04350	NA	3682997
IV	3689774	3691672	NCU16821	Ntsc5236	3689674
IV	3691996	3692986	NCU16822	NA	3691896
IV	3693973	3697925	NCU04348	Ntsc5226	3693873
IV	3698066	3700451	NCU04347	NA	3697966
IV	3700850	3703734	NCU04346	Ntsc1855	3700750
IV	3703659	3705376	NCU04345	Ntsc1859	3703559
IV	3705524	3707353	NCU04344	NA	3705424
IV	3707018	3711237	NCU04343	Ntsc5237	3706918
IV	3714554	3716704	NCU04342	Ntsc5227	3714454
IV	3717488	3721572	NCU04341	Ntsc5238	3717388
IV	3724656	3727393	NCU04340	NA	3724556
IV	3727342	3728917	NCU04339	Ntsc1860	3727242
IV	3729161	3731640	NCU04338	Ntsc5247	3729061
IV	3731864	3733924	NCU04337	Ntsc5239	3731764
IV	3734693	3735941	NCU04336	Ntsc5228	3734593
IV	3737233	3741075	NCU04335	Ntsc5242	3737133
IV	3741341	3742770	NCU04334	Ntsc5229	3741241
IV	3772911	3775201	NCU07974	Ntsc5230	3772811
IV	3775144	3778895	NCU07975	Ntsc5248	3775044
IV	3780131	3780975	NCU07976	Ntsc1861	3780031
IV	3781915	3782936	NCU07977	Ntsc5243	3781815
IV	3783627	3785006	NCU07978	Ntsc1856	3783527
IV	3786353	3788562	NCU07979	Ntsc1863	3786253
IV	3791159	3794517	NCU07981	Ntsc5249	3791059
IV	3796602	3799753	NCU07982	NA	3796502
IV	3800360	3801194	NCU07983	Ntsc5269	3800260
IV	3801841	3804477	NCU07984	Ntsc5270	3801741
IV	3804508	3807144	NCU07985	Ntsc5298	3804408
IV	3808277	3810551	NCU07986	Ntsc5250	3808177
IV	3817959	3820506	NCU07987	Ntsc5271	3817859
IV	3821190	3823772	NCU07988	Ntsc5272	3821090
IV	3823770	3825815	NCU07989	Ntsc1879	3823670
IV	3825211	3828747	NCU07990	Ntsc5273	3825111
IV	3829304	3831264	NCU07991	Ntsc5274	3829204
IV	3832552	3833344	NCU16823	NA	3832452
IV	3833581	3835955	NCU07992	Ntsc1880	3833481
IV	3835906	3837390	NCU07993	Ntsc5299	3835806
IV	3838049	3840444	NCU07994	Ntsc5251	3837949
IV	3839747	3840424	NCU07995	Ntsc5275	3839647
IV	3841761	3846542	NCU07996	Ntsc5300	3841661
IV	3854424	3856666	NCU07997	Ntsc5252	3854324
IV	3858334	3858934	NCU16825	NA	3858234
IV	3860410	3862877	NCU07998	Ntsc5276	3860310
IV	3863370	3866895	NCU07999	Ntsc5253	3863270
IV	3869494	3874598	NCU08000	Ntsc5254	3869394
IV	3876267	3880470	NCU08001	Ntsc5255	3876167
IV	3880638	3883392	NCU08002	Ntsc5277	3880538
IV	3885570	3888635	NCU08003	Ntsc5278	3885470
IV	3889088	3890814	NCU08004	Ntsc1866	3888988
IV	3890596	3892840	NCU08005	NA	3890496
IV	3892553	3893126	NCU16826	NA	3892453
IV	3893395	3896072	NCU08006	Ntsc5256	3893295
IV	3895865	3898276	NCU08007	NA	3895765
IV	3898559	3901512	NCU08008	NA	3898459
IV	3901218	3904704	NCU08009	Ntsc5279	3901118
IV	3905437	3906405	NCU16827	NA	3905337
IV	3908616	3910899	NCU08011	Ntsc5257	3908516
IV	3911212	3914215	NCU08012	Ntsc1869	3911112
IV	3916595	3917938	NCU08013	NA	3916495
IV	3918124	3918402	NCU08014	NA	3918024
IV	3921756	3922160	NCU08015	NA	3921656
IV	3922838	3924026	NCU08016	Ntsc5294	3922738
IV	3925559	3926647	NCU08017	NA	3925459
IV	3926738	3928456	NCU08018	NA	3926638
IV	3930124	3932347	NCU08019	NA	3930024
IV	3932913	3936702	NCU08020	Ntsc5280	3932813
IV	3938283	3938979	NCU10867	NA	3938183
IV	3939253	3944388	NCU08021	Ntsc1870	3939153
IV	3944995	3947352	NCU08022	Ntsc5281	3944895
IV	3947496	3953161	NCU08023	Ntsc5301	3947396
IV	3953719	3956162	NCU08024	Ntsc5282	3953619
IV	3958148	3960092	NCU08026	Ntsc5258	3958048
IV	3960326	3963568	NCU08027	Ntsc1871	3960226
IV	3963569	3965222	NCU08028	Ntsc1864	3963469
IV	3965642	3967867	NCU08029	Ntsc5259	3965542
